Port Name,State,Port Code,Border,Date,Measure,Value
Alcan,AK,3104,US-Canada Border,03/01/2020 12:00:00 AM,Personal Vehicle Passengers,2384
Alcan,AK,3104,US-Canada Border,03/01/2020 12:00:00 AM,Personal Vehicles,1395
Alcan,AK,3104,US-Canada Border,03/01/2020 12:00:00 AM,Truck Containers Empty,417
Alcan,AK,3104,US-Canada Border,03/01/2020 12:00:00 AM,Truck Containers Full,106
Alcan,AK,3104,US-Canada Border,03/01/2020 12:00:00 AM,Trucks,530
Alexandria Bay,NY,708,US-Canada Border,03/01/2020 12:00:00 AM,Bus Passengers,359
Alexandria Bay,NY,708,US-Canada Border,03/01/2020 12:00:00 AM,Buses,16
Alexandria Bay,NY,708,US-Canada Border,03/01/2020 12:00:00 AM,Personal Vehicle Passengers,35798
Alexandria Bay,NY,708,US-Canada Border,03/01/2020 12:00:00 AM,Personal Vehicles,16808
Alexandria Bay,NY,708,US-Canada Border,03/01/2020 12:00:00 AM,Truck Containers Empty,1981
Alexandria Bay,NY,708,US-Canada Border,03/01/2020 12:00:00 AM,Truck Containers Full,15852
Alexandria Bay,NY,708,US-Canada Border,03/01/2020 12:00:00 AM,Trucks,17690
Algonac,MI,3814,US-Canada Border,03/01/2020 12:00:00 AM,Personal Vehicle Passengers,2610
Algonac,MI,3814,US-Canada Border,03/01/2020 12:00:00 AM,Personal Vehicles,1451
Ambrose,ND,3410,US-Canada Border,03/01/2020 12:00:00 AM,Personal Vehicle Passengers,60
Ambrose,ND,3410,US-Canada Border,03/01/2020 12:00:00 AM,Personal Vehicles,40
Andrade,CA,2502,US-Mexico Border,03/01/2020 12:00:00 AM,Pedestrians,75638
Andrade,CA,2502,US-Mexico Border,03/01/2020 12:00:00 AM,Personal Vehicle Passengers,70204
Andrade,CA,2502,US-Mexico Border,03/01/2020 12:00:00 AM,Personal Vehicles,39473
Antler,ND,3413,US-Canada Border,03/01/2020 12:00:00 AM,Personal Vehicle Passengers,347
Antler,ND,3413,US-Canada Border,03/01/2020 12:00:00 AM,Personal Vehicles,225
Antler,ND,3413,US-Canada Border,03/01/2020 12:00:00 AM,Truck Containers Empty,130
Antler,ND,3413,US-Canada Border,03/01/2020 12:00:00 AM,Trucks,130
Baudette,MN,3424,US-Canada Border,03/01/2020 12:00:00 AM,Bus Passengers,75
Baudette,MN,3424,US-Canada Border,03/01/2020 12:00:00 AM,Buses,3
Baudette,MN,3424,US-Canada Border,03/01/2020 12:00:00 AM,Pedestrians,7
Baudette,MN,3424,US-Canada Border,03/01/2020 12:00:00 AM,Personal Vehicle Passengers,10784
Baudette,MN,3424,US-Canada Border,03/01/2020 12:00:00 AM,Personal Vehicles,6504
Baudette,MN,3424,US-Canada Border,03/01/2020 12:00:00 AM,Truck Containers Empty,617
Baudette,MN,3424,US-Canada Border,03/01/2020 12:00:00 AM,Truck Containers Full,7
Baudette,MN,3424,US-Canada Border,03/01/2020 12:00:00 AM,Trucks,631
Beecher Falls,VT,206,US-Canada Border,03/01/2020 12:00:00 AM,Personal Vehicle Passengers,2771
Beecher Falls,VT,206,US-Canada Border,03/01/2020 12:00:00 AM,Personal Vehicles,1721
Beecher Falls,VT,206,US-Canada Border,03/01/2020 12:00:00 AM,Truck Containers Empty,497
Beecher Falls,VT,206,US-Canada Border,03/01/2020 12:00:00 AM,Truck Containers Full,331
Beecher Falls,VT,206,US-Canada Border,03/01/2020 12:00:00 AM,Trucks,854
Blaine,WA,3004,US-Canada Border,03/01/2020 12:00:00 AM,Bus Passengers,3977
Blaine,WA,3004,US-Canada Border,03/01/2020 12:00:00 AM,Buses,380
Blaine,WA,3004,US-Canada Border,03/01/2020 12:00:00 AM,Personal Vehicle Passengers,198460
Blaine,WA,3004,US-Canada Border,03/01/2020 12:00:00 AM,Personal Vehicles,119942
Blaine,WA,3004,US-Canada Border,03/01/2020 12:00:00 AM,Rail Containers Empty,10941
Blaine,WA,3004,US-Canada Border,03/01/2020 12:00:00 AM,Rail Containers Full,8316
Blaine,WA,3004,US-Canada Border,03/01/2020 12:00:00 AM,Train Passengers,1776
Blaine,WA,3004,US-Canada Border,03/01/2020 12:00:00 AM,Trains,180
Blaine,WA,3004,US-Canada Border,03/01/2020 12:00:00 AM,Truck Containers Empty,9494
Blaine,WA,3004,US-Canada Border,03/01/2020 12:00:00 AM,Truck Containers Full,19547
Blaine,WA,3004,US-Canada Border,03/01/2020 12:00:00 AM,Trucks,28552
Boquillas,TX,2410,US-Mexico Border,03/01/2020 12:00:00 AM,Pedestrians,2629
Boundary,WA,3015,US-Canada Border,03/01/2020 12:00:00 AM,Pedestrians,1
Boundary,WA,3015,US-Canada Border,03/01/2020 12:00:00 AM,Personal Vehicle Passengers,1393
Boundary,WA,3015,US-Canada Border,03/01/2020 12:00:00 AM,Personal Vehicles,920
Boundary,WA,3015,US-Canada Border,03/01/2020 12:00:00 AM,Rail Containers Empty,539
Boundary,WA,3015,US-Canada Border,03/01/2020 12:00:00 AM,Rail Containers Full,657
Boundary,WA,3015,US-Canada Border,03/01/2020 12:00:00 AM,Train Passengers,64
Boundary,WA,3015,US-Canada Border,03/01/2020 12:00:00 AM,Trains,25
Boundary,WA,3015,US-Canada Border,03/01/2020 12:00:00 AM,Truck Containers Empty,14
Boundary,WA,3015,US-Canada Border,03/01/2020 12:00:00 AM,Trucks,14
Bridgewater,ME,127,US-Canada Border,03/01/2020 12:00:00 AM,Personal Vehicle Passengers,2805
Bridgewater,ME,127,US-Canada Border,03/01/2020 12:00:00 AM,Personal Vehicles,1630
Bridgewater,ME,127,US-Canada Border,03/01/2020 12:00:00 AM,Truck Containers Empty,227
Bridgewater,ME,127,US-Canada Border,03/01/2020 12:00:00 AM,Truck Containers Full,34
Bridgewater,ME,127,US-Canada Border,03/01/2020 12:00:00 AM,Trucks,267
Brownsville,TX,2301,US-Mexico Border,03/01/2020 12:00:00 AM,Bus Passengers,2572
Brownsville,TX,2301,US-Mexico Border,03/01/2020 12:00:00 AM,Buses,419
Brownsville,TX,2301,US-Mexico Border,03/01/2020 12:00:00 AM,Pedestrians,176254
Brownsville,TX,2301,US-Mexico Border,03/01/2020 12:00:00 AM,Personal Vehicle Passengers,523214
Brownsville,TX,2301,US-Mexico Border,03/01/2020 12:00:00 AM,Personal Vehicles,307109
Brownsville,TX,2301,US-Mexico Border,03/01/2020 12:00:00 AM,Rail Containers Empty,7449
Brownsville,TX,2301,US-Mexico Border,03/01/2020 12:00:00 AM,Rail Containers Full,938
Brownsville,TX,2301,US-Mexico Border,03/01/2020 12:00:00 AM,Trains,87
Brownsville,TX,2301,US-Mexico Border,03/01/2020 12:00:00 AM,Truck Containers Empty,14705
Brownsville,TX,2301,US-Mexico Border,03/01/2020 12:00:00 AM,Truck Containers Full,10403
Brownsville,TX,2301,US-Mexico Border,03/01/2020 12:00:00 AM,Trucks,25386
Buffalo-Niagara Falls,NY,901,US-Canada Border,03/01/2020 12:00:00 AM,Bus Passengers,5995
Buffalo-Niagara Falls,NY,901,US-Canada Border,03/01/2020 12:00:00 AM,Buses,344
Buffalo-Niagara Falls,NY,901,US-Canada Border,03/01/2020 12:00:00 AM,Pedestrians,4562
Buffalo-Niagara Falls,NY,901,US-Canada Border,03/01/2020 12:00:00 AM,Personal Vehicle Passengers,290060
Buffalo-Niagara Falls,NY,901,US-Canada Border,03/01/2020 12:00:00 AM,Personal Vehicles,153831
Buffalo-Niagara Falls,NY,901,US-Canada Border,03/01/2020 12:00:00 AM,Rail Containers Empty,3401
Buffalo-Niagara Falls,NY,901,US-Canada Border,03/01/2020 12:00:00 AM,Rail Containers Full,9598
Buffalo-Niagara Falls,NY,901,US-Canada Border,03/01/2020 12:00:00 AM,Train Passengers,589
Buffalo-Niagara Falls,NY,901,US-Canada Border,03/01/2020 12:00:00 AM,Trains,169
Buffalo-Niagara Falls,NY,901,US-Canada Border,03/01/2020 12:00:00 AM,Truck Containers Empty,17627
Buffalo-Niagara Falls,NY,901,US-Canada Border,03/01/2020 12:00:00 AM,Truck Containers Full,56777
Buffalo-Niagara Falls,NY,901,US-Canada Border,03/01/2020 12:00:00 AM,Trucks,73995
Calais,ME,115,US-Canada Border,03/01/2020 12:00:00 AM,Pedestrians,248
Calais,ME,115,US-Canada Border,03/01/2020 12:00:00 AM,Personal Vehicle Passengers,37038
Calais,ME,115,US-Canada Border,03/01/2020 12:00:00 AM,Personal Vehicles,24189
Calais,ME,115,US-Canada Border,03/01/2020 12:00:00 AM,Rail Containers Empty,39
Calais,ME,115,US-Canada Border,03/01/2020 12:00:00 AM,Rail Containers Full,36
Calais,ME,115,US-Canada Border,03/01/2020 12:00:00 AM,Train Passengers,24
Calais,ME,115,US-Canada Border,03/01/2020 12:00:00 AM,Trains,9
Calais,ME,115,US-Canada Border,03/01/2020 12:00:00 AM,Truck Containers Empty,1807
Calais,ME,115,US-Canada Border,03/01/2020 12:00:00 AM,Truck Containers Full,3458
Calais,ME,115,US-Canada Border,03/01/2020 12:00:00 AM,Trucks,5281
Calexico,CA,2503,US-Mexico Border,03/01/2020 12:00:00 AM,Pedestrians,207848
Calexico,CA,2503,US-Mexico Border,03/01/2020 12:00:00 AM,Personal Vehicle Passengers,537799
Calexico,CA,2503,US-Mexico Border,03/01/2020 12:00:00 AM,Personal Vehicles,350636
Calexico East,CA,2507,US-Mexico Border,03/01/2020 12:00:00 AM,Bus Passengers,2480
Calexico East,CA,2507,US-Mexico Border,03/01/2020 12:00:00 AM,Buses,62
Calexico East,CA,2507,US-Mexico Border,03/01/2020 12:00:00 AM,Pedestrians,23552
Calexico East,CA,2507,US-Mexico Border,03/01/2020 12:00:00 AM,Personal Vehicle Passengers,312924
Calexico East,CA,2507,US-Mexico Border,03/01/2020 12:00:00 AM,Personal Vehicles,195452
Calexico East,CA,2507,US-Mexico Border,03/01/2020 12:00:00 AM,Rail Containers Empty,634
Calexico East,CA,2507,US-Mexico Border,03/01/2020 12:00:00 AM,Rail Containers Full,65
Calexico East,CA,2507,US-Mexico Border,03/01/2020 12:00:00 AM,Train Passengers,21
Calexico East,CA,2507,US-Mexico Border,03/01/2020 12:00:00 AM,Trains,23
Calexico East,CA,2507,US-Mexico Border,03/01/2020 12:00:00 AM,Truck Containers Empty,14862
Calexico East,CA,2507,US-Mexico Border,03/01/2020 12:00:00 AM,Truck Containers Full,20536
Calexico East,CA,2507,US-Mexico Border,03/01/2020 12:00:00 AM,Trucks,35700
Carbury,ND,3421,US-Canada Border,03/01/2020 12:00:00 AM,Bus Passengers,45
Carbury,ND,3421,US-Canada Border,03/01/2020 12:00:00 AM,Buses,2
Carbury,ND,3421,US-Canada Border,03/01/2020 12:00:00 AM,Personal Vehicle Passengers,861
Carbury,ND,3421,US-Canada Border,03/01/2020 12:00:00 AM,Personal Vehicles,551
Carbury,ND,3421,US-Canada Border,03/01/2020 12:00:00 AM,Truck Containers Empty,101
Carbury,ND,3421,US-Canada Border,03/01/2020 12:00:00 AM,Truck Containers Full,38
Carbury,ND,3421,US-Canada Border,03/01/2020 12:00:00 AM,Trucks,120
Champlain-Rouses Point,NY,712,US-Canada Border,03/01/2020 12:00:00 AM,Bus Passengers,5962
Champlain-Rouses Point,NY,712,US-Canada Border,03/01/2020 12:00:00 AM,Buses,270
Champlain-Rouses Point,NY,712,US-Canada Border,03/01/2020 12:00:00 AM,Pedestrians,118
Champlain-Rouses Point,NY,712,US-Canada Border,03/01/2020 12:00:00 AM,Personal Vehicle Passengers,69922
Champlain-Rouses Point,NY,712,US-Canada Border,03/01/2020 12:00:00 AM,Personal Vehicles,31985
Champlain-Rouses Point,NY,712,US-Canada Border,03/01/2020 12:00:00 AM,Rail Containers Empty,651
Champlain-Rouses Point,NY,712,US-Canada Border,03/01/2020 12:00:00 AM,Rail Containers Full,3993
Champlain-Rouses Point,NY,712,US-Canada Border,03/01/2020 12:00:00 AM,Train Passengers,783
Champlain-Rouses Point,NY,712,US-Canada Border,03/01/2020 12:00:00 AM,Trains,64
Champlain-Rouses Point,NY,712,US-Canada Border,03/01/2020 12:00:00 AM,Truck Containers Empty,3670
Champlain-Rouses Point,NY,712,US-Canada Border,03/01/2020 12:00:00 AM,Truck Containers Full,21923
Champlain-Rouses Point,NY,712,US-Canada Border,03/01/2020 12:00:00 AM,Trucks,24840
Columbus,NM,2406,US-Mexico Border,03/01/2020 12:00:00 AM,Personal Vehicle Passengers,50311
Columbus,NM,2406,US-Mexico Border,03/01/2020 12:00:00 AM,Personal Vehicles,25778
Columbus,NM,2406,US-Mexico Border,03/01/2020 12:00:00 AM,Truck Containers Empty,168
Columbus,NM,2406,US-Mexico Border,03/01/2020 12:00:00 AM,Truck Containers Full,313
Columbus,NM,2406,US-Mexico Border,03/01/2020 12:00:00 AM,Bus Passengers,0
Columbus,NM,2406,US-Mexico Border,03/01/2020 12:00:00 AM,Buses,0
Columbus,NM,2406,US-Mexico Border,03/01/2020 12:00:00 AM,Pedestrians,0
Columbus,NM,2406,US-Mexico Border,03/01/2020 12:00:00 AM,Trucks,487
Cross Border Xpress,CA,2582,US-Mexico Border,03/02/2020 12:00:00 AM,Pedestrians,97428
Dalton Cache,AK,3106,US-Canada Border,03/01/2020 12:00:00 AM,Personal Vehicle Passengers,594
Dalton Cache,AK,3106,US-Canada Border,03/01/2020 12:00:00 AM,Personal Vehicles,334
Dalton Cache,AK,3106,US-Canada Border,03/01/2020 12:00:00 AM,Truck Containers Empty,74
Dalton Cache,AK,3106,US-Canada Border,03/01/2020 12:00:00 AM,Truck Containers Full,11
Dalton Cache,AK,3106,US-Canada Border,03/01/2020 12:00:00 AM,Trucks,88
Danville,WA,3012,US-Canada Border,03/01/2020 12:00:00 AM,Personal Vehicle Passengers,1610
Danville,WA,3012,US-Canada Border,03/01/2020 12:00:00 AM,Personal Vehicles,1137
Danville,WA,3012,US-Canada Border,03/01/2020 12:00:00 AM,Rail Containers Empty,22
Danville,WA,3012,US-Canada Border,03/01/2020 12:00:00 AM,Trains,1
Danville,WA,3012,US-Canada Border,03/01/2020 12:00:00 AM,Truck Containers Empty,28
Danville,WA,3012,US-Canada Border,03/01/2020 12:00:00 AM,Truck Containers Full,26
Danville,WA,3012,US-Canada Border,03/01/2020 12:00:00 AM,Trucks,56
Del Bonita,MT,3322,US-Canada Border,03/01/2020 12:00:00 AM,Personal Vehicle Passengers,1107
Del Bonita,MT,3322,US-Canada Border,03/01/2020 12:00:00 AM,Personal Vehicles,609
Del Bonita,MT,3322,US-Canada Border,03/01/2020 12:00:00 AM,Truck Containers Empty,9
Del Bonita,MT,3322,US-Canada Border,03/01/2020 12:00:00 AM,Truck Containers Full,121
Del Bonita,MT,3322,US-Canada Border,03/01/2020 12:00:00 AM,Trucks,88
Del Rio,TX,2302,US-Mexico Border,03/01/2020 12:00:00 AM,Personal Vehicle Passengers,167372
Del Rio,TX,2302,US-Mexico Border,03/01/2020 12:00:00 AM,Personal Vehicles,102927
Del Rio,TX,2302,US-Mexico Border,03/01/2020 12:00:00 AM,Truck Containers Empty,1707
Del Rio,TX,2302,US-Mexico Border,03/01/2020 12:00:00 AM,Truck Containers Full,4097
Del Rio,TX,2302,US-Mexico Border,03/01/2020 12:00:00 AM,Trucks,5888
Del Rio,TX,2302,US-Mexico Border,03/01/2020 12:00:00 AM,Pedestrians,12500
Derby Line,VT,209,US-Canada Border,03/01/2020 12:00:00 AM,Bus Passengers,622
Derby Line,VT,209,US-Canada Border,03/01/2020 12:00:00 AM,Buses,20
Derby Line,VT,209,US-Canada Border,03/01/2020 12:00:00 AM,Pedestrians,13
Derby Line,VT,209,US-Canada Border,03/01/2020 12:00:00 AM,Personal Vehicle Passengers,31568
Derby Line,VT,209,US-Canada Border,03/01/2020 12:00:00 AM,Personal Vehicles,16166
Derby Line,VT,209,US-Canada Border,03/01/2020 12:00:00 AM,Truck Containers Empty,818
Derby Line,VT,209,US-Canada Border,03/01/2020 12:00:00 AM,Truck Containers Full,6726
Derby Line,VT,209,US-Canada Border,03/01/2020 12:00:00 AM,Trucks,7563
Detroit,MI,3801,US-Canada Border,03/01/2020 12:00:00 AM,Bus Passengers,2305
Detroit,MI,3801,US-Canada Border,03/01/2020 12:00:00 AM,Buses,212
Detroit,MI,3801,US-Canada Border,03/01/2020 12:00:00 AM,Personal Vehicle Passengers,281020
Detroit,MI,3801,US-Canada Border,03/01/2020 12:00:00 AM,Personal Vehicles,186201
Detroit,MI,3801,US-Canada Border,03/01/2020 12:00:00 AM,Rail Containers Empty,4766
Detroit,MI,3801,US-Canada Border,03/01/2020 12:00:00 AM,Rail Containers Full,7873
Detroit,MI,3801,US-Canada Border,03/01/2020 12:00:00 AM,Train Passengers,447
Detroit,MI,3801,US-Canada Border,03/01/2020 12:00:00 AM,Trains,147
Detroit,MI,3801,US-Canada Border,03/01/2020 12:00:00 AM,Truck Containers Empty,26086
Detroit,MI,3801,US-Canada Border,03/01/2020 12:00:00 AM,Truck Containers Full,89173
Detroit,MI,3801,US-Canada Border,03/01/2020 12:00:00 AM,Trucks,116326
Douglas,AZ,2601,US-Mexico Border,03/01/2020 12:00:00 AM,Bus Passengers,35
Douglas,AZ,2601,US-Mexico Border,03/01/2020 12:00:00 AM,Buses,5
Douglas,AZ,2601,US-Mexico Border,03/01/2020 12:00:00 AM,Pedestrians,52585
Douglas,AZ,2601,US-Mexico Border,03/01/2020 12:00:00 AM,Personal Vehicle Passengers,152362
Douglas,AZ,2601,US-Mexico Border,03/01/2020 12:00:00 AM,Personal Vehicles,97202
Douglas,AZ,2601,US-Mexico Border,03/01/2020 12:00:00 AM,Truck Containers Empty,1018
Douglas,AZ,2601,US-Mexico Border,03/01/2020 12:00:00 AM,Truck Containers Full,1310
Douglas,AZ,2601,US-Mexico Border,03/01/2020 12:00:00 AM,Trucks,2358
Dunseith,ND,3422,US-Canada Border,03/01/2020 12:00:00 AM,Bus Passengers,66
Dunseith,ND,3422,US-Canada Border,03/01/2020 12:00:00 AM,Buses,2
Dunseith,ND,3422,US-Canada Border,03/01/2020 12:00:00 AM,Personal Vehicle Passengers,2833
Dunseith,ND,3422,US-Canada Border,03/01/2020 12:00:00 AM,Personal Vehicles,1576
Dunseith,ND,3422,US-Canada Border,03/01/2020 12:00:00 AM,Truck Containers Empty,539
Dunseith,ND,3422,US-Canada Border,03/01/2020 12:00:00 AM,Truck Containers Full,2069
Dunseith,ND,3422,US-Canada Border,03/01/2020 12:00:00 AM,Trucks,2554
Eagle Pass,TX,2303,US-Mexico Border,03/01/2020 12:00:00 AM,Bus Passengers,4471
Eagle Pass,TX,2303,US-Mexico Border,03/01/2020 12:00:00 AM,Buses,272
Eagle Pass,TX,2303,US-Mexico Border,03/01/2020 12:00:00 AM,Pedestrians,55665
Eagle Pass,TX,2303,US-Mexico Border,03/01/2020 12:00:00 AM,Personal Vehicle Passengers,382712
Eagle Pass,TX,2303,US-Mexico Border,03/01/2020 12:00:00 AM,Personal Vehicles,196315
Eagle Pass,TX,2303,US-Mexico Border,03/01/2020 12:00:00 AM,Rail Containers Empty,15591
Eagle Pass,TX,2303,US-Mexico Border,03/01/2020 12:00:00 AM,Rail Containers Full,13883
Eagle Pass,TX,2303,US-Mexico Border,03/01/2020 12:00:00 AM,Trains,309
Eagle Pass,TX,2303,US-Mexico Border,03/01/2020 12:00:00 AM,Truck Containers Empty,5333
Eagle Pass,TX,2303,US-Mexico Border,03/01/2020 12:00:00 AM,Truck Containers Full,9832
Eagle Pass,TX,2303,US-Mexico Border,03/01/2020 12:00:00 AM,Trucks,15305
Eastport,ID,3302,US-Canada Border,03/01/2020 12:00:00 AM,Personal Vehicle Passengers,3973
Eastport,ID,3302,US-Canada Border,03/01/2020 12:00:00 AM,Personal Vehicles,2115
Eastport,ID,3302,US-Canada Border,03/01/2020 12:00:00 AM,Rail Containers Empty,460
Eastport,ID,3302,US-Canada Border,03/01/2020 12:00:00 AM,Rail Containers Full,9681
Eastport,ID,3302,US-Canada Border,03/01/2020 12:00:00 AM,Train Passengers,344
Eastport,ID,3302,US-Canada Border,03/01/2020 12:00:00 AM,Trains,85
Eastport,ID,3302,US-Canada Border,03/01/2020 12:00:00 AM,Truck Containers Empty,807
Eastport,ID,3302,US-Canada Border,03/01/2020 12:00:00 AM,Truck Containers Full,4703
Eastport,ID,3302,US-Canada Border,03/01/2020 12:00:00 AM,Pedestrians,0
Eastport,ID,3302,US-Canada Border,03/01/2020 12:00:00 AM,Trucks,5299
Eastport,ME,103,US-Canada Border,03/01/2020 12:00:00 AM,Pedestrians,1
Eastport,ME,103,US-Canada Border,03/01/2020 12:00:00 AM,Personal Vehicle Passengers,7914
Eastport,ME,103,US-Canada Border,03/01/2020 12:00:00 AM,Personal Vehicles,5568
Eastport,ME,103,US-Canada Border,03/01/2020 12:00:00 AM,Truck Containers Empty,51
Eastport,ME,103,US-Canada Border,03/01/2020 12:00:00 AM,Truck Containers Full,67
Eastport,ME,103,US-Canada Border,03/01/2020 12:00:00 AM,Trucks,120
El Paso,TX,2402,US-Mexico Border,03/01/2020 12:00:00 AM,Bus Passengers,16346
El Paso,TX,2402,US-Mexico Border,03/01/2020 12:00:00 AM,Buses,1253
El Paso,TX,2402,US-Mexico Border,03/01/2020 12:00:00 AM,Pedestrians,360236
El Paso,TX,2402,US-Mexico Border,03/01/2020 12:00:00 AM,Personal Vehicle Passengers,771902
El Paso,TX,2402,US-Mexico Border,03/01/2020 12:00:00 AM,Personal Vehicles,479447
El Paso,TX,2402,US-Mexico Border,03/01/2020 12:00:00 AM,Rail Containers Empty,5296
El Paso,TX,2402,US-Mexico Border,03/01/2020 12:00:00 AM,Rail Containers Full,2836
El Paso,TX,2402,US-Mexico Border,03/01/2020 12:00:00 AM,Train Passengers,560
El Paso,TX,2402,US-Mexico Border,03/01/2020 12:00:00 AM,Trains,114
El Paso,TX,2402,US-Mexico Border,03/01/2020 12:00:00 AM,Truck Containers Empty,17795
El Paso,TX,2402,US-Mexico Border,03/01/2020 12:00:00 AM,Truck Containers Full,20587
El Paso,TX,2402,US-Mexico Border,03/01/2020 12:00:00 AM,Trucks,13506
Ferry,WA,3013,US-Canada Border,03/01/2020 12:00:00 AM,Personal Vehicle Passengers,622
Ferry,WA,3013,US-Canada Border,03/01/2020 12:00:00 AM,Personal Vehicles,308
Ferry,WA,3013,US-Canada Border,03/01/2020 12:00:00 AM,Truck Containers Empty,4
Ferry,WA,3013,US-Canada Border,03/01/2020 12:00:00 AM,Trucks,4
Fort Fairfield,ME,107,US-Canada Border,03/01/2020 12:00:00 AM,Personal Vehicle Passengers,5648
Fort Fairfield,ME,107,US-Canada Border,03/01/2020 12:00:00 AM,Personal Vehicles,3625
Fort Fairfield,ME,107,US-Canada Border,03/01/2020 12:00:00 AM,Truck Containers Empty,433
Fort Fairfield,ME,107,US-Canada Border,03/01/2020 12:00:00 AM,Truck Containers Full,59
Fort Fairfield,ME,107,US-Canada Border,03/01/2020 12:00:00 AM,Trucks,515
Fort Kent,ME,110,US-Canada Border,03/01/2020 12:00:00 AM,Pedestrians,8
Fort Kent,ME,110,US-Canada Border,03/01/2020 12:00:00 AM,Personal Vehicle Passengers,6714
Fort Kent,ME,110,US-Canada Border,03/01/2020 12:00:00 AM,Personal Vehicles,5031
Fort Kent,ME,110,US-Canada Border,03/01/2020 12:00:00 AM,Truck Containers Empty,815
Fort Kent,ME,110,US-Canada Border,03/01/2020 12:00:00 AM,Truck Containers Full,137
Fort Kent,ME,110,US-Canada Border,03/01/2020 12:00:00 AM,Trucks,1009
Fortuna,ND,3417,US-Canada Border,03/01/2020 12:00:00 AM,Personal Vehicle Passengers,849
Fortuna,ND,3417,US-Canada Border,03/01/2020 12:00:00 AM,Personal Vehicles,491
Fortuna,ND,3417,US-Canada Border,03/01/2020 12:00:00 AM,Truck Containers Empty,95
Fortuna,ND,3417,US-Canada Border,03/01/2020 12:00:00 AM,Truck Containers Full,255
Fortuna,ND,3417,US-Canada Border,03/01/2020 12:00:00 AM,Trucks,348
Frontier,WA,3020,US-Canada Border,03/01/2020 12:00:00 AM,Bus Passengers,124
Frontier,WA,3020,US-Canada Border,03/01/2020 12:00:00 AM,Buses,14
Frontier,WA,3020,US-Canada Border,03/01/2020 12:00:00 AM,Personal Vehicle Passengers,3721
Frontier,WA,3020,US-Canada Border,03/01/2020 12:00:00 AM,Personal Vehicles,1963
Frontier,WA,3020,US-Canada Border,03/01/2020 12:00:00 AM,Truck Containers Empty,1970
Frontier,WA,3020,US-Canada Border,03/01/2020 12:00:00 AM,Truck Containers Full,815
Frontier,WA,3020,US-Canada Border,03/01/2020 12:00:00 AM,Trucks,2609
Grand Portage,MN,3613,US-Canada Border,03/01/2020 12:00:00 AM,Bus Passengers,122
Grand Portage,MN,3613,US-Canada Border,03/01/2020 12:00:00 AM,Buses,9
Grand Portage,MN,3613,US-Canada Border,03/01/2020 12:00:00 AM,Personal Vehicle Passengers,11403
Grand Portage,MN,3613,US-Canada Border,03/01/2020 12:00:00 AM,Personal Vehicles,6097
Grand Portage,MN,3613,US-Canada Border,03/01/2020 12:00:00 AM,Truck Containers Empty,337
Grand Portage,MN,3613,US-Canada Border,03/01/2020 12:00:00 AM,Truck Containers Full,689
Grand Portage,MN,3613,US-Canada Border,03/01/2020 12:00:00 AM,Trucks,1042
Hannah,ND,3408,US-Canada Border,03/01/2020 12:00:00 AM,Personal Vehicle Passengers,59
Hannah,ND,3408,US-Canada Border,03/01/2020 12:00:00 AM,Personal Vehicles,40
Hannah,ND,3408,US-Canada Border,03/01/2020 12:00:00 AM,Truck Containers Empty,15
Hannah,ND,3408,US-Canada Border,03/01/2020 12:00:00 AM,Trucks,15
Hansboro,ND,3415,US-Canada Border,03/01/2020 12:00:00 AM,Personal Vehicle Passengers,373
Hansboro,ND,3415,US-Canada Border,03/01/2020 12:00:00 AM,Personal Vehicles,223
Hansboro,ND,3415,US-Canada Border,03/01/2020 12:00:00 AM,Truck Containers Empty,15
Hansboro,ND,3415,US-Canada Border,03/01/2020 12:00:00 AM,Trucks,15
Hidalgo,TX,2305,US-Mexico Border,03/01/2020 12:00:00 AM,Bus Passengers,28108
Hidalgo,TX,2305,US-Mexico Border,03/01/2020 12:00:00 AM,Buses,1286
Hidalgo,TX,2305,US-Mexico Border,03/01/2020 12:00:00 AM,Pedestrians,243614
Hidalgo,TX,2305,US-Mexico Border,03/01/2020 12:00:00 AM,Personal Vehicle Passengers,480520
Hidalgo,TX,2305,US-Mexico Border,03/01/2020 12:00:00 AM,Personal Vehicles,246617
Hidalgo,TX,2305,US-Mexico Border,03/01/2020 12:00:00 AM,Truck Containers Empty,19082
Hidalgo,TX,2305,US-Mexico Border,03/01/2020 12:00:00 AM,Truck Containers Full,38454
Hidalgo,TX,2305,US-Mexico Border,03/01/2020 12:00:00 AM,Trucks,58111
Highgate Springs-Alburg,VT,212,US-Canada Border,03/01/2020 12:00:00 AM,Bus Passengers,1661
Highgate Springs-Alburg,VT,212,US-Canada Border,03/01/2020 12:00:00 AM,Buses,96
Highgate Springs-Alburg,VT,212,US-Canada Border,03/01/2020 12:00:00 AM,Personal Vehicle Passengers,36297
Highgate Springs-Alburg,VT,212,US-Canada Border,03/01/2020 12:00:00 AM,Personal Vehicles,18743
Highgate Springs-Alburg,VT,212,US-Canada Border,03/01/2020 12:00:00 AM,Rail Containers Empty,159
Highgate Springs-Alburg,VT,212,US-Canada Border,03/01/2020 12:00:00 AM,Rail Containers Full,1074
Highgate Springs-Alburg,VT,212,US-Canada Border,03/01/2020 12:00:00 AM,Train Passengers,36
Highgate Springs-Alburg,VT,212,US-Canada Border,03/01/2020 12:00:00 AM,Trains,18
Highgate Springs-Alburg,VT,212,US-Canada Border,03/01/2020 12:00:00 AM,Truck Containers Empty,1576
